,0
24525,. 미세먼지 등 주요 오염원별 단속은 효율성을 높이기 위해 해당 지역 시.군 공무원과 지역 환경와의 합동단속을 원칙으로 한다
24526,. 올해는 특히 사회적 거리두기를 고려해 사업장 방문 점검을 최소화한다
24527,. .차적으로 드론을 활용해 사업장 주변 감시 사각지대를 비대면 육안 점검하고 중금속 간이검사키트로 하천오염 상습지역을 집중 점검한다
24528,. 불법행위 의심 사업장이 발견될 경우 즉시 대기오염물질 시료채취 검체반 등을 투입해 해당 사업장을 방문 심층 점검한다
24529,. 단속 결과 폐수 무단 방류 무허가 배출시설 설치.운영 등 중대한 위반사항이 적발되면 관련법에 따라 행정처분과 인터넷 명단공개 형사고발 등 강력 조치할 계획이다
24530,. 환경오염 불법행위를 발견한 도민은 즉시 신고도 가능하다
24531,. 양재현 경기도 광역환경관리사업소장은 .사업장이 밀집돼 있는 산업단지와 상습 민원 발생 사업장 비대면 감시활동을 강화하고 필요시 대면 단속으로 전환해 위법 행위를 근절하고 도민들에게 쾌적한 생활환경을 제공할 수 있도록 최선을 다
24532,하겠다
24533,.고 말했다
24534,. 한편 지난해 광역환경관리사업소는 환경오염물질 배출업소 .곳을 대상으로 특별.정기점검을 통해 총 .건의 위반행위를 적발했으며 약 .억 .만원의 배출부과금과 과태료를 부과하고 위반 정도가 중대한 .건은 사법기관에 고발 조치했다
24535,. 도 광역환경관리사업소는 .시간 상황실 운영을 통한 비상근무를 한다
24536,. 신고는 경기도콜센터로 하면 된다
24537,. 확인 절차를 거쳐 최저 .만원에서 최고 .만원까지 포상금을 지급하며 위반 업소는 경기도 홈페이지를 통해 공개된다
24538,.다
24539,대기.수질.악취 등 .종 사업 진행 각 기업당 .억원 이내 융자 천지일보 안산김정자 기자 안산시가 .년 안산시 중소기업 환경보전기금 융자 및 이차보전사업. 대상 기업을 연중 접수하고 있다
24540,고 .일 밝혔다
24541,. 안산시 중소기업 환경보전기금 융자 및 이차보전사업은 환경오염물질 배출업체의 오염물질 적정처리와 자율적인 환경관리를 유도하기 위한 사업으로 환경오염 방지시설 설치에 따른 융자 및 이자차액을 지원한다
24542,. 시는 올해 모두 .억원 규모로 지원하며 각 기업당 .억원 이내의 융자한도로 진행된다
24543,. 융자기간은 .년.년 거치.년 균등분할 상환 대출이자 전액 보전이며 시와 협약을 체결한 농협.기업.하나은행 등 .개 은행을 통해 지원된다
24544,. 융자대상은 신청일 기준 안산시에 소재한 중소기업으로 환경오염 방지시설 대기.악취.수질.유독물 등 .개 분야의 .종 사업 .대기오염방지악취방지.굴뚝 자동측정기기 .휘발성 유기화합물 배출 억제.방지시설 .악취방지시설 .수질오염방지 .수질연속자동측정기기 .유해화학물질안전시설 등이 대상이다
24545,. 자세한 정보는 안산시청 홈페이지나 환경정책과 또는 산단환경과로 문의하면 된다
24546,. 시 관계자는 .코로나바이러스 감염증코로나. 장기화로 어려움을 겪는 중소기업에 조금이나마 도움이 되기를 바라며 앞으로도 환경 보호를 한 기업지원 사업을 꾸준히 발굴하겠다
24547,.고 말했다
24548,.다
24549,천지일보 태백이현복 기자 태백시시장 류태호가 오는 .월 .일까지 설 연휴 전.후 환경오염 취약 지역과 중점 감시 대상에 대한 특별단속 및 감시활동을 한다
24550,. 중점 감시 대상은 상수원 수계 농공단지 등 공장 밀집 지역과 주변 하천과 하수.분뇨.처리시설 쓰레기매립시설 등 환경기초시설 .종 이상 폐수 배출 업소와 돈사 등 중점 관리 업체와 폐수 다
24551,량 배출업체이다
24552,. 시는 설 연휴 전까지 사업장에 사전 계도와 자율점검을 유도한다
24553,. 또한 미세먼지 민간 환경감시대와 합동으로 사업장과 주변 하천 감시활동을 실시하고 연휴 기간 중에는 하천 순찰을 실시해 오염행위 감시를 추진할 계획이다
24554,. 설 연휴 기간 중 환경오염행위 신고.상담은 국번 없이 . 또는 태백시청 당직실로 하면 된다
24555,. 기타 자세한 사항은 태백시청 환경과 환경지도팀으로 문의하면 된다
24556,. 시 관계자는 .특별감시 기간 중에는 환경오염 오염사고 예방을 위해 순찰과 감시를 보다
24557, 강화하고 당직실과 연계해 .시간 환경오염 신고창구를 운영하는 등 유사시 상황 보고가 유지될 수 있도록 만전을 기하겠다
24558,.고 밝혔다
24559,.다
24560,미세먼지 계절관리제 이행상황 점검 천지일보 안산김정자 기자 수도권대기환경청 안세창 청장은 .일 제.차 미세먼지 계절관리제. . . . . 기간에 관할 대기오염측정망 운영상태를 점검하기 위해 경인항 측정소를 방문했다
24561,. 경인항 측정소는 지난해 항만지역 대기질 측정 국외유입 미세먼지 농도 및 이동경로 파악을 위해 도서 접경 선박과 함께 설치됐다
24562,. 항만지역 배출원 감시를 위한 항만측정소는 전국에 .개소가 있고 수도권 지역에는 .개소경인 인천항가 있으며 측정자료는 에어코리아를 통해 실시간으로 공개되고 있다
24563,. 안세창 수도권대기환경청장은 .경인 인천항 측정소가 가동됨에 따라 향후 수도권 서해 항만지역 대기질 관리에 더욱 관심을 기울이겠다
24564,.고 했다
24565,.다
24566,산업단지 미세먼지 배출 사업장 대상 천지일보 원주이현복 기자 환경부 원주지방환경청이 설 연휴를 맞아 환경오염 행위를 사전에 예방하고 불법행위를 방지하기 위해 환경오염물질 배출사업장과 상수원보호구역 등 오염취약지역을 중심으로 특별감시.점검과 홍보.계도 활동을 한다
24567,고 .일 밝혔다
24568,. 특별감시.점검은 설 연휴 전과 연휴 기간으로 구분해 .단계로 추진한다
24569,. 연휴 전.에는 환경오염물질 배출업소와 공공하수처리시설 관계자 등에게 협조문을 발송해 사전예방을 위한 자율적으로 점검하도록 유도한다
24570,. 또한 드론 등을 활용한 비대면 감시활동과 함께 점검반을 구성해 산업단지 내 미세먼지 배출사업장 폐수배출사업장과 상수원 상류 등 환경오염 취약지역을 대상으로 점검을 실시한다
24571,. 연휴 기간.에는 환경오염사고 발생 시 신속한 대처를 위한 환경오염사고 대응 상황실을 운영하고 주요 공단 주변 하천에 대한 순찰을 강화한다
24572,. 원주지방환경청 윤용희 청장 직무대리는 .설 연휴 등 취약시기 불법 환경오염행위가 발생되지 않도록 사전예방 활동과 감시.점검을 강화해 지역주민들이 안심하고 설 연휴를 보내실 수 있도록 노력하겠다
24573,.라고 밝혔다
24574,. 또한 .폐기물 불법 투기나 소각 폐수 무단방류 등의 환경오염행위 발견 시 원주지방환경청 상황실 또는 국번 없이 . .으로 즉시 신고해 줄 것.도 당부했다
24575,.다
24576,오는 .월 .일부터 시행 천지일보 군산조민희 기자 군산시가 설 연휴 기간 환경오염행위 특별감시 활동을 한다
24577,. 시는 설 연휴기간 관리.감독 취약시기를 악용한 오염물질 불법배출이 우려됨에 따라 오는 .월 .일부터 .월 .일까지 이같이 할 것이라고 .일 밝혔다
24578,. 감시기간 동안 군산시는 오염의심지역 폐수 배출업소 가축분뇨배출시설 폐기물 처리업체 등 환경오염 취약지역과 관련 시설에 대한 홍보계도 환경순찰 단속 등을 병행할 계획이다
24579,. 연휴 전인 오는 .월 .일부터 .월 .일까지는 주요 환경오염물질 배출사업장에 대한 사전계도와 자율점검을 독려하는 협조문을 발송하고 코로나. 확산 방지를 위해 .차적으로 취약업소와 사업장 위주 순찰을 한 후 필요시 특별단속을 할 예정이다
24580,. 연휴기간인 오는 .월 .일부터 .월 .까지는 환경오염사고 대비 상황실을 운영해 비상상황 발생 시 신속하게 대처하고 산업단지 및 주변 하천 등 환경오염 의심지역의 순찰을 강화할 것이다
24581,. 차성규 환경정책과장은 .연휴기간 중 환경오염행위 및 오염사고가 발생하지 않도록 감시활동에 최선을 다
24582,할 것.이라며 .폐수 무단방류 및 방지시설 비정상 운영 등 고의.상습 위반업소는 법에 따라 엄중하게 조치할 계획.이라고 말했다
24583,.다
24584,.월 .일부터 .일까지 연휴 전중후 .단계로 추진 천지일보 평창이현복 기자 평창군이 설 명절 연휴 기간 환경오염불법 배출을 예방하기 위해 환경오염 취약지역과 관련 시설에 대한 특별점검을 한다
24585,. 특별 점검은 .월 .일부터 .일까지 한 달 동안 연휴 전중후 .단계로 추진된다
24586,. .단계는 사전홍보와 계도 활동 현지점검을 실시 .단계는 연휴 중 상황실 운영 취약지역 순찰 강화 환경오염 신고 창구 운영 등 환경오염 사고에 대비한다
24587,. .단계는 연휴기간 동안 처리시설의 가동중단으로 환경관리가 취약한 업체를 대상으로 배출 방지시설의 기술지원을 실시할 계획이다
24588,. 특히 평창군은 환경오염 취약지역의 폐수배출업소 관리와 주요 하천 주변의 환경오염 불법행위 감시를 대폭 강화해 고의적인 무단방류 등 오염 물질 불법배출 행위를 예방할 계획이다
24589,. 한왕기 평창군수는 .사전예방 활동에 철저를 기하고 설 연휴기간에는 유관기관과 비상연락 체계를 유지해 환경오염 사고 발생 시 신속하게 대응할 수 있도록 할 계획이다
24590,.고 밝혔다
24591,.다
24592,미세먼지 불법배출 민간감시단 운영 예정 천지일보 군산조민희 기자 군산시가 쾌적한 안전도시를 만들기 위해 다
24593,양한 환경정책을 구축한다
24594,. 군산시는 .년 환경오염에 대한 선제적 대응과 다
24595,양한 환경정보의 공유를 위해 환경오염 감시시스템을 구축 운영할 계획이라고 .일 밝혔다
24596,. 시는 드론 악취 이동측정차량 등의 감시장비 운영과 화학물질 관리지도 활용 및 미세먼지 불법배출 민간감시단 운영 등을 중심으로 감시시스템을 구성할 예정이다
24597,. 감시장비로 도입되는 드론과 악취 이동측정차량은 오염물질을 현장에서 즉시 분석할 수 있는 첨단장비로서 사업장 점검 지역 오염도 측정 등에 활용될 것이다
24598,. 또 위반행위 불시 촬영 등으로 환경오염행위에 대한 사업장의 경각심을 고취하고 특히 환경사고 발생 시 신속한 현장상황 파악에 큰 도움이 될 것으로 기대하고 있다
24599,. 자동 악취모니터링 시스템은 .시간 악취 기상자료를 측정하는 장비로서 현재 군산새만금컨벤션센터 호원대학교 등 주요 악취 발생지역 .개소에 설치돼 운영 중이다
24600,. 최근 대두되는 화학사고를 예방하기 위해 추진한 군산시 화학물질 관리지도는 화학사고 발생 시 주민의 행동요령 및 .종의 사고대비물질 정보 등 종합적인 정보가 담겨 있다
24601,. 올해 .월 중 스마트폰 앱 개발이 완료되면 시민 누구나 편리하게 화학물질 정보를 확인할 수 있도록 추진하고 있다
24602,. 고농도 미세먼지 발생시기인 .월에는 미세먼지 불법배출 민간감시단 운영을 통해 산업단지 및 농공단지 농촌지역의 불법소각 악취발생 등 환경오염 행위를 사전에 방지하고 계도할 계획이다
24603,. 강임준 군산시장은 .올해에는 선제적인 환경오염 감시시스템 구축.운영을 통해 환경에 대한 각종 정보를 상시로 제공할 것.이라며 .화학물질에 대한 불안감을 해소하고 효율적 운영으로 환경의 신뢰성을 회복하기 위해 최선을 다
24604,할 것.이라고 밝혔다
24605,. 한편 군산시는 .년 화학사고 대비 대응체계 구축사업 공모에 선정돼 화학물질을 효과적으로 관리하기 위한 시 화학물질 안전관리 .년 기본계획 수립과 화학물질안전관리위원회를 구성하는 등 철저히 준비해 화학물질 관리업무 우수기관으로 환경부장관상을 수상한 바 있다
24606,.다
24607,천지일보김정자 기자 안세창 수도권대기환경청 청장이 .일 오후 경기도 안산시 소재 비산배출시설 신고 사업장을 현장 방문해 설 연휴 기간 전 환경오염행위 특별점검을 실시하고 있다
24608,. 제공 수도권대기환경청다
24609,천지일보 순천김미정 기자 순천시시장 허석가 재활용되지 못하고 폐기되는 종이팩과 폐건전지로 인한 환경오염을 방지하기 위해 종이팩.폐건전지 교환사업을 .월부터 확대해 추진한다
24610,. 시에 따르면 종이팩.폐건전지 교환장소를 .개 읍면동 행정복지센터로 확대해 시민 접근성 편리성을 향상시켜 자원 회수에 대한 시민의식을 높인다
24611,는 계획이다
24612,. 폐건전지 또는 내용물을 깨끗이 비운 후 건조한 우유팩 두유팩 음료수팩 등 종이팩을 압착해 가까운 행정복지센터로 가져가면 종이팩.과 폐건전지.를 종량제봉투.나 화장지로 교환해 준다
24613,. 현재 종이팩 재활용률은 . 정도로 가정에서 일반폐지와 혼합배출해도 재활용이 되는 것으로 생각하는 경우가 많으나 코팅 처리된 종이팩은 재활용처리 과정에서 녹는 속도가 달라 일반폐지와 혼합된 상태로는 재활용할 수 없다
24614,. 가정에서 많이 발생하는 폐건전지는 보관상 번거로움으로 인해 종량제봉투에 버려지는 경우가 많아 재활용률이 . 미만인 실정으로 매립되면 부식돼 환경오염의 원인이 되나 재활용하면 철 아연 니켈 등 유용한 금속자원 회수가 가능하다
24615,. 순천시 관계자는 .환경을 보호하고 소중한 자원이 낭비되는 일이 없도록 종이팩과 폐건전지 분리배출을 정착하기 위한 다
24616,양한 시책을 지속해서 추진할 계획.이라며 .종이팩과 폐건전지 분리배출이 빠른 시일 내 정착될 수 있도록 시민들의 적극적인 참여를 부탁드린다
24617,.고 전했다
24618,.다
24619,천지일보 양주송미라 기자 양주시 회천.동이 재활용 분리배출을 생활화와 자원 재활용 활성화 정착을 위해 주민을 대상으로 재활용품 보상.교환 사업을 추진한다
24620,고 .일 밝혔다
24621,. 이번 사업은 재활용이 가능한 폐기물 수거 보상의 선순환 체계를 도입해 생활폐기물 발생량 감축을 유도하기 위해 마련했다
24622,. 보상대상 품목은 폐건전지 우유팩 플라스틱 용기테이크아웃 일회용컵 포함 병 알루미늄캔 아이스팩 등 총 .개 품목 중 재활용마크가 표시된 품목이다
24623,. 반드시 이물질을 제거하고 깨끗이 세척해야 보상이 가능하다
24624,. 품목별로는 폐건전지 .개는 건전지 .개로 우유팩은 수량에 따라 미니 각휴지를 그 외 병 알루미늄캔 아이스팩 등은 중량과 수량에 따라 쓰레기 종량제봉투 .를 차등 지급한다
24625,. 재활용품 보상.교환 장소는 회천.동 행정복지센터 총무팀이며 보상 물품 소진 시 사업은 자동 종료한다
24626,. 홍미영 회천.동장은 .이번 재활용품 보상 교환사업은 잠재적 유해폐기물의 적극적 수거조치로 환경오염을 예방하고 자원 순환 사회를 조성하기 위해 추진하는 것.이라며 .앞으로도 회천.동만의 특별한 그린뉴딜 동정 시책을 적극 추진하는 등 쾌적하고 깨끗한 우리동네 만들기에 최선을 다
24627,하겠다
24628,.고 말했다
24629,.다
24630,천지일보 원주이현복 기자 원주시가 계절적 요인으로 강수량이 적어 하천 유량이 부족한 시기를 맞아 .월 .일부터 .월 .일까지를 .동절기.해빙기 수질관리 대책 기간.으로 정하고 수질오염 감시활동을 강화한다
24631,. 이 기간 유관 기관 등과 비상연락체계를 구축해 사고 발생 시 신속히 수습할 수 있도록 수질오염 사고 상황실을 설치.운영한다
24632,. 아울러 .개 조로 점검반을 구성해 유류 저장.보관.취급 사업장 폐수 다
24633,량 배출 사업장 폐기물 장기 보관.방치 사업장 하천 주변 환경오염물질 배출 사업장 및 축사 등에 대한 감시 강화와 함께 각 사업장에 자율 점검을 독려하는 등 자체적인 환경보전활동을 적극 유도할 계획이다
24634,. 특히 원주천 흥양천 서곡천 등 수질오염 사고가 우려되는 주요 하천 지역에 대해서는 구간별 담당 공무원을 지정해 철저한 감시로 수질오염 사고를 사전에 차단할 방침이다
24635,. 원주시 관계자는 .수질오염 행위를 발견할 경우 환경신문고. 또는 환경과폐수 및 유류 유출 오수와 가축분뇨 유출 와 생활자원과폐기물 무단투기와 불법 매립로 신속히 신고해 줄 것을 당부했다
24636,.다
24637,천지일보 전남김미정 기자 박문옥 도의원목포. 기획행정위원장이 .일 열린 전남도의회 제.회 임시회 제.차 본회의에서 전남 바다
24638,에 불법적으로 투기된 해양쓰레기 실태를 고발했다
24639,. 박 의원은 도정질문을 통해 어로 활동 중 무분별하게 버려지는 그물과 오일로 인해 바다
24640, 생태계가 교란돼 어족자원이 고갈되는 현실을 안타까워하며 개선 방안을 제시했다
24641,. 그는 어민들의 삶의 터전인 바다
24642,에 죄의식 없이 버려지는 스티로폼 통발 밧줄 등 쉽게 분해되지 않는 폐기물로 바다
24643,가 심각한 상황에 있음에도 불구하고 책임지고 관리 감독해야 하는 행정기관은 나 몰라라하고 있는 상황에 대해 강한 질책과 함께 집행부의 대처방안에 관해 물었다
24644,. 박 의원은 이러한 해양쓰레기 문제의 심각성을 도민에게 알리고자 선주들과의 사전 면담을 통해 생생한 목소리를 들었다
24645,. 선주들은 이구동성으로 해양쓰레기로 인한 어업 활동의 애로사항을 토로하고 해수부.해경.수협.전남도로 나뉘어 있는 해양쓰레기 업무 실태와 관할 구역의 모호성으로 인해 발생하는 행정기관의 무책임한 태도에 분개했다
24646,. 도정질문에서 박 의원은 문제 제기에 그치지 않고 해양쓰레기 투기를 근절하기 위해 면세유 공급 제한 폐그물 반납과 연계한 위판과 대출 제한 어구 생산.구매 이력제 입.출항 시 어구 구매 내역 신고 등 선주들이 요구한 사안에 대해 검토 후 조속히 시행해 줄 것을 요청했다
24647,. 또 폐오일에 대해서도 오일구매 이력제 폐유.오일통 및 오일필터 반납 의무화를 강력히 요구했다
24648,. 박 의원은 .해양쓰레기 발생의 일차적 책임은 바다
24649,에 쓰레기를 버리는 어민들에게 있지만 해수부.해경.전남도.수협 등으로 관리 권한이 분산돼 서로 책임을 회피하려는 행정기관의 무책임한 태도에 더 큰 잘못이 있다
24650,.고 지적했다
24651,. 이어 .먼저 전남도.해수부.해경.수협과 어민들이 주축이 된 합동거버넌스를 구성해 활발한 의사소통을 통해 문제의 해결방안을 모색하고 폐어구와 관련된 업무를 중앙에서 지방으로 조속히 이양해야 한다
24652,.고 강조했다
24653,. 현재 바다
24654,에 무분별하게 버려지는 해양쓰레기는 바닷속 환경을 오염시켜 어족자원을 감소시킬 뿐만 아니라 어민들의 어로 활동 시 그물이 선박 프로펠러에 걸려 전복 사고가 발생하는 등 어민들의 안전을 크게 위협하는 문제점이 상존하고 있다
24655,.다
24656,시군별 상황실 설치.운영 천지일보최혜인 기자 경남도가 설 연휴 오염물질 불법배출로 인한 수질오염을 사전에 방지하기 위해 특별 감시활동을 펼친다
24657,고 .일 밝혔다
24658,. 도는 지난해 설 연휴 특별감시 기간 .개 업소를 점검해 위반업체 .개소에 행정처분 등을 조치한 바 있다
24659,. 올해도 수질오염 예방을 위해 산업단지 등 공장 밀집지역과 주변 하천 공공폐수 처리시설 등 환경기초시설에 대한 집중감시를 펼친다
24660,. 연휴 전에는 수질오염 배출시설을 가동하는 .개소에 환경오염 사고가 없도록 자율점검을 요청하는 협조문을 발송하고 이들 시설과 산단.하천에 대한 순찰을 강화한다
24661,. 연휴 중에는 경남도와 각 시.군에 상황실을 설치 운영하고 오염 우려 지역에 대한 순찰을 강화할 방침이다
24662,. 조용정 경남도 수질관리과장은 .환경오염물질 배출사업장과 공공하수처리장 등 환경기초시설에 근무하는 분들은 연휴 중에도 운영에 차질이 없도록 시설관리를 철저히 해달라.며 .도민들께서도 사소한 환경오염 행위라도 발견 시 신고해주길 바란다
24663,.라고 말했다
24664,. 한편 환경오염 행위를 목격한 경우에는 도 수질관리과 또는 시.군 환경부서로 신고하면 된다
24665,.다
24666,천지일보 경기이성애 기자 경기도와 경기도의회가 지난 .일 경기도의회 의정부상담소에서 미군 반환공여구역구 캠프시어즈 개발과 환경오염 문제해결을 위한 관계기관 정담회를 개최하고 현장 방문을 시행했다
24667,. 이 자리에는 경기도의회 장현국 의장을 비롯해 최경자민주당 의정부. 이영봉민주당 의정부. 권재형민주당 의정부. 김원기민주당 의정부. 의원 등 의정부 지역 도의원 전원과 경기도 및 의정부시 관계자 .명 등 참석했다
24668,. 이번 정담회는 제.회 정례회 시 권재형 의원의 .분 자유발언 .미군반환공여지 환경정화에 대한 대책 마련 및 지원 촉구. 주한미군 반환 공여지 오염 현장 방문 요청에 따라 현장소통형 의정활동 수행인 찾아가는 도의회 .민생현장. 방문 계획에 의해 이뤄졌다
24669,. 김원기 의원은 지난 .일 균형발전기획실과 북부소방재난본부에 대한 행정사무감사에서 경기북부 미군기지 반환지역의 기름유출 등에 대해 경기도민 모두의 안전과 건강에 위협이 되는 만큼 경기도의 선제적인 대책 마련을 촉구했다
24670,. .월 이영봉 의원이 발의한 .의정부 미군공여지 신속 반환 촉구 결의안.이 본회의를 통과하고 기재위 의원들과 함께 의정부 미군공여지 신속 반환 촉구 결의대회를 개최하는 등 도의회의 주요 관심사안으로 꾸준히 주목을 받아왔다
24671,. 이날 토론에서는 미군 반환공여구역에 대한 그간의 추진 경위와 쟁점사항 그리고 향후계획에 대해 논의를 진행하고 중간에 참석 기관별 미군 반환공여구역 개발 방안과 반환 대책 유류 검출 갈등 및 조치 계획에 대한 보고가 이어졌다
24672,. 특히 쟁점사항인 국방부와 시행사간 토양환경보전법상 정화대상인 .토양.과 .암반. 구분 이견 조치 계획안에 대해서는 심도 있게 논의가 진행됐다
24673,. 의정부시 도의원들은 .주한미군공여지 환경오염 문제의 심각성에 우려를 표하고 이러한 문제로 개발 공사가 지연되는 일이 없게 해야 한다
24674,며 환경오염 정화에 관한 대책 마련 및 지원을 참석한 관계 당국에 촉구와 유사 사례나 관련 법규등을 구체적으로 검토해 해결책을 모색해 달라.고 당부했다
24675, 이어 .미군기지 반환과 공여지 개발은 낙후된 경기 북부지역 발전과 나아가 국가균형발전을 위해서도 반드시 필요하다
24676,.는 인식을 함께했다
24677,.다
24678,환경오염 의심 업체 .개소 전면 수사 환경법령 위반혐의로 검찰 송치 계획 천지일보 인천김미정 기자 인천시가 환경오염 위반사업장을 무더기로 적발해 환경법령 위반혐의로 검찰에 송치할 계획이라고 .일 밝혔다
24679,. 시에 따르면 인천시 특별사법경찰특사경은 환경오염 노출 밀집지역인 국가지방산업단지 및 서구지역 일대 지난달 .일부터 .월 .일까지 .민감지역 환경오염사업장 특별 집중단속.을 실시했다
24680,. 시 대기보전과 서구 환경관리과와 합동으로 .개조의 단속반을 편성 대기나 수질 등 관련 배출시설을 신고 없이 가동하는 등의 환경오염물질 배출사업장 .개소를 전면 수사해 환경법령 위반으로 .건을 적발했다
24681,. 적발된 업체는 .미신고 배출시설 설치 운영.건 .가동시작신고 미이행.건 .자가측정 미이행.건 등이다
24682,. 주로 신고를 하지 않고 각종 배출시설을 설치 운영한 미신고 사업장이 대부분이다
24683,. 이에 특사경은 이들 사업장에 대해 고의성여부 등 철저한 수사를 거쳐 환경법령 위반혐의로 검찰에 송치할 계획이며 관할 행정기관에서는 폐쇄명령 등의 행정처분도 병행할 방침이다
24684,. 송영관 시 특별사법경찰과장은 .최근 폐기물 단속에 이어 민감지역 환경오염사업장 집중단속을 통해 인천에서는 불법행위를 자행하는 사업장이 발붙이지 못하도록 환경 분야 전반에 걸친 수사영역을 확대시켜 시민들의 쾌적하고 안전한 생활환경 조성을 위해 노력하겠다
24685,.고 말했다
24686,.다
24687,환경부와 할당량 협의 중 천지일보 용인류지민 기자 용인시가 수질오염 총량제 .단계를 마무리했다
24688,고 .일 밝혔다
24689,. 수질오염 총량제는 수계를 단위유역별로 목표 수질을 설정한 후 오염물질의 배출 총량을 정해 관리하는 제도다
24690,. .단계는 지난 .년부터 .년 .월까지 시행됐다
24691,. 용인시는 경안천 진위천 등 관내 하천에서 수질오염 총량제를 진행했다
24692,. 그 결과 경안천 수질은 생화학적 산소요구량이 .년 .에서 .년 . 진위천은 .에서 .로 수치가 낮아지는 등 수질개선 효과를 보인 것으로 나타났다
24693,. 시는 경안천과 진위천에 대한 수질오염 총량제 .단계 할당량을 환경부와 협의하고 있다
24694,. 이르면 오는 .월부터 .년까지 .년간 실시할 예정이다
24695,. 또 공공하수 처리시설에서 나오는 방류수 수질을 개선하고 비점오염원을 막기 위한 수질오염 방지시설을 추가 설치해 친환경 생태도시를 목표로 하천 관리를 할 방침이다
24696,. 용인시 관계자는 .수질오염 총량제 .단계가 종료되면 도심으로 흐르는 하천 수질이 좋아질 것으로 기대한다
24697,.며 .친환경 생태도시로 거듭날 수 있도록 하천 수질 개선 방안을 발굴하겠다
24698,.고 말했다
24699,.다
24700,천지일보 함평김미정 기자 전남 함평군군수 이상익이 추석 전후를 기해 환경오염행위에 대한 특별단속을 시행한다
24701,고 .일 밝혔다
24702,. 군은 감시.감독이 소홀한 추석 연휴를 틈타 환경오염물질 배출행위가 기승을 부릴 것으로 보고 오는 .일부터 .월 .일까지를 환경오염 특별단속기간으로 설정했다
24703,. 이 기간에 환경부서직원으로 구성된 특별단속반을 꾸려 환경오염물질 배출사업장과 관련 시설에 대한 순찰.계도.단속 활동을 시행할 계획이다
24704,. 주요 단속 대상은 폐수배출업소를 비롯한 공장 밀집 지역 등 환경오염 취약지역이다
24705,. 특히 악취로 인해 민원이 가장 많이 발생하는 축사 폐수배출시설 등에 대해서는 사전 계도와 단속 자율점검을 병행하면서 빈번히 발생하는 생활민원을 최소화할 방침이다
24706,. 함평군 관계자는 .불법행위가 적발된 사업장에 대해서는 신속한 현지 시정조치와 함께 사안에 따라서는 고발.행정처분 등의 엄중한 후속 조치를 취할 것.이라며 .각 사업장에서는 불미스러운 위반사례가 발생하지 않도록 시설물 자율점검 등을 철저히 실시하고 주민들께서는 환경오염행위를 발견하는 즉시 군 관계부서로 신고해 달라.고 당부했다
24707,.다
24708,천지일보 목포김미정 기자 목포시가 추석 연휴를 틈탄 오염물질 무단배출 등 불법 행위를 예방하고자 특별 감시.단속 활동에 나선다
24709,. 시는 주요 하천 농공단지 쓰레기매립시설 등 환경기초시설을 중심으로 오는 .일부터 .월 .일까지 오염물질 배출시설 및 방지시설의 정상가동 환경 관련 법령 위반 여부 등을 점검할 계획이다
24710,. 우선 환경오염물질 배출사업장을 대상으로 협조공문을 발송해 환경오염사고 사전예방조치 및 자율점검을 유도한 후 점검을 시행할 방침이다
24711,. 점검 결과에 따라 중대 위반사항에 대해서는 관련법에 따라 행정처분 및 사법 조치를 할 예정이다
24712,. 목포시 관계자는 .이번 특별단속을 통해 관리 감독이 취약한 추석 전후를 악용한 환경오염사고를 사전에 차단하겠다
24713,.며 .환경오염물질 발생 사업장에서는 관련 법규를 준수해 자체 점검 및 지속적인 관심과 주의를 당부한다
24714,.고 말했다
24715,. 한편 시민 누구나 환경오염행위를 목격할 경우 국번 없이 .번 .환경오염행위 신고창구.로 신고할 수 있다
24716,.다
24717,천지일보 정선이현복 기자 정선군군수 최승준이 추석 연휴를 맞아 앞으로 한 달간 환경오염 배출사업장에 대한 특별점검을 시행한다
24718,. 이번 특별점검은 연휴 기간을 전후해 환경오염물질 배출사업장에 대한 관리 감독과 점검 소홀 시기를 악용한 오염물질 불법 배출 등 불법행위가 우려됨에 따라 환경오염 예방 차원의 특별점검이다
24719,. 중점 점검대상은 상시 민원 발생 사업장을 비롯한 석회 관련 제품 생산업체에 대한 대기.폐수 배출시설과 방지시설 정상 가동 및 비산먼지 발생 억제조치 여부 등이다
24720,. 군 관계자는 .이번 점검기간중에 시설개선 등이 필요한 사업장에 대해서는 시설개선에 대한 안내 등 행정지도를 병행할 계획이다
24721,.며 .관련 규정을 위반해 중대한 오염행위에 대해서는 강력한 행정조치를 취할 방침이다
24722,.고 밝혔다
24723,.다
24724,.월 말까지 홍보 기간 운영 천지일보 예천장덕수 기자 경북 예천군이 .월부터 악취.미세먼지 등 환경오염 민원에 신속히 대응하기 위해 구축한 이동식 환경오염행위 감시시스템을 운영한다
24725,고 .일 밝혔다
24726,. 이동식 감시시스템은 이번 관내 도입이 처음이다
24727,. 이것으로 미세먼지 질소산화물 등 대기오염물질과 암모니아 복합 악취 등을 실시간으로 측정해 데이터를 확인할 수 있다
24728,. 특히 취약 시간대 악취를 무인 포집 할 수 있어 .시간 감시가 가능하다
24729,. 예천군은 .월 말까지 홍보 기간으로 지정.운영하고 악취 측정을 희망하는 사업장에 모니터링 서비스를 제공할 계획이다
24730,. 또 평소 민원발생이 많은 사업장은 감시를 강화해 악취와 미세먼지 발생을 사전에 차단할 방침이다
